establecimiento_id,tipo_contacto,valor
9480299,email,FERNANDO.LIMA@CFE.GOB.MX
9480299,website,WWW.CFE.MX
58543,telefono,6865250081.0
58543,email,FERNANDO.LIMA@CFE.GOB.MX
58543,website,WWW.CFE.MX
9473771,telefono,6863926533.0
9473771,email,DENISSE.RODRIGUEZ@CFE.MX
9473771,website,WWW.CFE.MX
9471975,telefono,6863926533.0
9471975,email,DENISSE.RODRIGUEZ@CFE.MX
9471975,website,WWW.CFE.MX
9284898,telefono,6863926533.0
9284898,email,DENISSE.RODRIGUEZ@CFE.MX
9284898,website,WWW.CFE.MX
120735,email,DENISSE.RODRIGUEZ@CFE.MX
120735,website,WWW.CFE.MX
78381,telefono,6863926533.0
78381,email,DENISSE.RODRIGUEZ@CFE.MX
78381,website,WWW.CFE.MX
126970,telefono,6863926533.0
126970,email,DENISSE.RODRIGUEZ@CFE.MX
126970,website,WWW.CFE.MX
9274901,telefono,6863926533.0
9274901,email,DENISSE.RODRIGUEZ@CFE.MX
9274901,website,WWW.CFE.MX
52450,telefono,6863926533.0
52450,email,DENISSE.RODRIGUEZ@CFE.MX
52450,website,WWW.CFE.MX
112400,telefono,6863926533.0
112400,email,DENISSE.RODRIGUEZ@CFE.MX
112400,website,WWW.CFE.MX
65375,telefono,6863926533.0
65375,email,DENISSE.RODRIGUEZ@CFE.MX
65375,website,WWW.CFE.MX
9276914,telefono,6863926533.0
9276914,email,DENISSE.RODRIGUEZ@CFE.MX
9276914,website,WWW.CFE.MX
119830,telefono,6863926533.0
119830,email,DENISSE.RODRIGUEZ@CFE.MX
119830,website,WWW.CFE.MX
58400,telefono,6863926533.0
58400,email,DENISSE.RODRIGUEZ@CFE.MX
58400,website,WWW.CFE.MX
153389,telefono,6863926533.0
153389,email,DENISSE.RODRIGUEZ@CFE.MX
153389,website,WWW.CFE.MX
149797,email,DENISSE.RODRIGUEZ@CFE.MX
149797,website,WWW.CFE.MX
9284580,email,DENISSE.RODRIGUEZ@CFE.MX
9284580,website,WWW.CFE.MX
60176,email,DENISSE.RODRIGUEZ@CFE.MX
60176,website,WWW.CFE.MX
61950,email,DENISSE.RODRIGUEZ@CFE.MX
61950,website,WWW.CFE.MX
92374,telefono,6863926533.0
92374,email,DENISSE.RODRIGUEZ@CFE.MX
92374,website,WWW.CFE.MX
82058,telefono,6863926533.0
82058,email,DENISSE.RODRIGUEZ@CFE.MX
82058,website,WWW.CFE.MX
9480545,email,GILBERTO.PEREZL@CFE.MX
9480545,website,WWW.CFE.MX
3293048,telefono,6865238335.0
3293048,email,ROBERTO.GARCIAG@CFE.MX
3293048,website,WWW.CFE.MX
8194800,email,GILBERTO.PEREZL@CFE.MX
8194800,website,WWW.CFE.MX
99839,telefono,6462366184.0
99839,email,SIGIFREDO.HERRERA@CFE.MX
99839,website,WWW.CFE.MX
82061,telefono,6621083407.0
82061,email,ARTURO.ESPINOZAM@CFE.MX
82061,website,WWW.CFE.MX
9480544,email,GILBERTO.PEREZL@CFE.MX
9480544,website,WWW.CFE.MX
9395008,email,RELUQUE@CESPT.GOB.MX
9395008,website,WWW.CESPT.GOB.MX
131087,email,RELUQUE@CESPT.GOB.MX
131087,website,WWW.CESPT.GOB.MX
8486108,email,RELUQUE@CESPT.GOB.MX
8486108,website,WWW.CESPT.GOB.MX
119845,email,RELUQUE@CESPT.BOB.MX
119845,website,WWW.CESPT.GOB.MX
9412821,email,RELUQUE@CESPT.GOB.MX
9412821,website,WWW.CESPT.GOB.MX
114791,email,LCASTRO@CESPT.GOB.MX
114791,website,WWW.CESPT.GOB.MX
9395002,email,RELUQUE@CESPT.GOB.MX
9395002,website,WWW.CESPT.GOB.MX
9433585,email,RELUQUE@CESPT.GOB.MX
9433585,website,WWW.CESPT.GOB.MX
112329,email,RELUQUE@CESPT.GOB.MX
112329,website,WWW.CESPT.GOB.MX
111048,email,RELUQUE@CESPT.GOB.MX
111048,website,WWW.CESPT.GOB.MX
8317141,email,RELUQUE@CESPT.GOB.MX
8317141,website,WWW.CESPT.GOB.MX
7017356,email,RELUQUE@CESPT.GOB.MX
7017356,website,WWW.CESPT.GOB.MX
131885,email,RELUQUE@CESPT.GOB.MX
131885,website,WWW.CESPT.GOB.MX
114635,email,RELUQUE@CESPT.GOB.MX
114635,website,WWW.CESPT.GOB.MX
121092,email,RELUQUE@CESPT.GOB.MX
121092,website,WWW.CESPT.GOB.MX
9408969,email,RELUQUE@CESPT.GOB.MX
9408969,website,WWW.CESPT.GOB.MX
106834,email,RELUQUE@CESPT.BOB.MX
106834,website,WWW.CESPT.GOB.MX
84371,telefono,6862026694.0
84371,email,FERNANDO.LIMA@CFE.GOB.MX
84371,website,WWW.CFE.MX
8677739,telefono,6461751978.0
8677739,email,ANTONIO.AMEZCUA@CESPE.GOB.MX
96539,telefono,6461764190.0
98753,telefono,6161084925.0
8798002,website,WWW.CESPE.GOB.MX
8280027,website,CESPEM.GOB.MX
82108,email,CONTACTO@CESPM.GOB.MX
82108,website,WWW.CESPM.GOB.MX
8850282,email,RELUQUE@CESPT.GOB.MX
8850282,website,WWW.CESPT.GOB.MX
127603,email,RELUQUE@CESPT.GOB.MX
127603,website,WWW.CESPT.GOB.MX
8317149,email,RELUQUE@CESPT.GOB.MX
8317149,website,WWW.CESPT.GOB.MX
6958906,email,RELUQUE@CESPT.GOB.MX
6958906,website,WWW.CESPT.GOB.MX
108313,email,RELUQUE@CESPT.GOB.MX
108313,website,WWW.CESPT.GOB.MX
8280348,email,RELUQUE@CESPT.GOB.MX
8280348,website,WWW.CESPT.GOB.MX
7017285,email,RELUQUE@CESPT.GOB.MX
7017285,website,WWW.CESPT.GOB.MX
9410801,email,RELUQUE@CESPT.GOB.MX
9410801,website,WWW.CESPT.GOB.MX
9400808,email,RELUQUE@CESPT.GOB.MX
9400808,website,WWW.CESPT.GOB.MX
9410789,email,RELUQUE@CESPT.GOB.MX
9410789,website,WWW.CESPT.GOB.MX
59367,email,RELUQUE@CESPT.GOB.MX
59367,website,WWW.CESPT.GOB.MX
7049569,email,RELUQUE@CESPT.GOB.MX
7049569,website,WWW.CESPT.GOB.MX
9401991,email,RELUQUE@CESPT.GOB.MX
9401991,website,WWW.CESPT.GOB.MX
112751,email,RELUQUE@CESPT.GOB.MX
112751,website,WWW.CESPT.GOB.MX
10118149,email,BIENESYSERVICIOS@CESPTE.GOB.MX
10118149,website,WWW.CESPTE.GOB.MX
92900,telefono,6862486640.0
92900,email,MANUEL.MUJICA@DT.CFE.MX
92900,website,WWW.CFE.MX
54653,telefono,6862486640.0
54653,email,MANUEL.MUJICA@DT.CFE.MX
54653,website,WWW.CFE.MX
9411612,email,LROMERO@CEA.GOB.MX
6508253,email,ANTONIO.AMEZCUA@CESPE.GOB.MX
6508254,email,DEVAZQUEZ@CESPM.GOB.MX
6508254,website,WWW.CESPM.GOB.MX
58547,email,CONTACTO@CESPM.GOB.MX
58547,website,WWW.CESPM.GOB.MX
7048261,email,JMALDONADO@CESPTE.GOB.MX
6508255,email,MCASTRO@CESPTE.GOB.MX
6508256,telefono,6644103079.0
6508256,email,PLANEACION1@CESPT.GOB.MX
6508256,website,WWW.CESPT.GOB.MX
9456763,email,LROMERO@CEABC.GOB.MX
6508251,email,LROMERO@CEABC.GOB.MX
6508251,website,WWW.CEA.GOB.MX
6729408,telefono,6585176106.0
6508252,email,COMISARIADOEJHERMOSILLO@HOTMAIL.COM
9480684,telefono,6121830466.0
9480684,email,FERNANDO.LIMA@CFE.GOB.MX
9480684,website,WWW.CFE.MX
9313395,telefono,6461851834.0
9313395,email,MARISSA.AGUILAR@DESALADORAKENTON.COM
9223690,email,MRENDON@ENERGIABC.GOB.MX
9460415,email,DAISY.CRUZ@SAAVIENERGIA.COM
9460415,website,WWW.SAAVIENERGIA.COM
9433164,email,IBEDOLLA@SEMPRAGLOBAL.COM.MX
9433164,website,WWW.SEMPRAINFRAESTRUCTURA.COM
9462611,email,ARMANDO.LOPEZ06@CFE.GOB.MX
9390785,email,CARLOS.MORENO@GENERACIONMEJICALI.COM
82064,telefono,6862486640.0
82064,email,MANUEL.MUJICA@DT.CFE.MX
82064,website,WWW.CFE.MX
9697466,email,DISTRIBUIDORADEGASLP.GOMEZ@HOTMAIL.COM
6701539,email,RVALLE@IBERDROLA.COM.MX
6701539,website,WWW.IBERDROLAMEXICO.COM
101200,telefono,6461751978.0
101200,email,LIVIER.CARRILLO@CESPE.GOB.MX
87219,telefono,6863926533.0
87219,email,DENISSE.RODRIGUEZ@CFE.MX
87219,website,WWW.CFE.MX
148465,telefono,6535153070.0
148465,email,MODULO22@PRODIGY.NET.MX
6723609,email,MODULOQUINTO@HOTMAIL.COM
84472,email,DENISSE.RODRIGUEZ@CFE.MX
84472,website,WWW.CFE.MX
6908690,telefono,6461751900.0
9457956,email,CONTACTO@CESPEM.GOB.MX
9457956,website,WWW.CESPM.GOB.MX
80937,email,CONTACTO@CESPM.GOB.MX
80937,website,WWW.CESPM.GOB.MX
9396732,email,CONTACTO@CESPEM.GOB.MX
9396732,website,WWW.CESPEM.GOB.MX
9412287,email,CONTACTO@CESPEM.GOB.MX
9412287,website,WWW.CESPM.GOB.MX
9422622,email,CONTACTO@CESPM.GOB.MX
9422622,website,WWW.CESPM.GOB.MX
9397703,email,CONTACTO@CESPM.GOB.MX
9397703,website,WWW.CESPM.GOB.MX
9405932,email,CONTACTO@CESPEM.GOB.MX
9405932,website,WWW.CESPM.GOB.MX
91483,email,CONTACTO@CESPM.GOB.MX
91483,website,WWW.CESPM.GOB.MX
137376,email,FERNANDO.LIMA@CFE.GOB.MX
137376,website,WWW.CFE.MX
57749,telefono,6863926533.0
57749,email,DENISSE.RODRIGUEZ@CFE.MX
57749,website,WWW.CFE.MX
9472046,telefono,6863926533.0
9472046,email,DENISSE.RODRIGUEZ@CFE.MX
9472046,website,WWW.CFE.MX
101197,telefono,6461724685.0
101197,email,ALBERTO.SILVA@CESPE.GOB.MX
133708,telefono,6646307088.0
9456956,email,CONTACTO@CESPM.GOB.MX
9456956,website,WWW.CESPM.GOB.MX
9414659,telefono,6865893126.0
9414659,email,CONTACTO@CESPM.GOB.MX
9414659,website,WWW.CESPM.GOB.MX
9453259,email,CONTACTO@CESPM.GOB.MX
9453259,website,WWW.CESPM.GOB.MX
9400429,email,CONTACTO@CESPM.GOB.MX
9400429,website,WWW.CESPM.GOB.MX
9416164,email,CONTACTO@CESPM.GOB.MX
9416164,website,WWW.CESPM.GOB.MX
9449312,email,CONTACTO@CESPM.GOB.MX
9449312,website,WWW.CESPM.GOB.MX
86124,email,CONTACTO@CESPM.GOB.MX
86124,website,WWW.CESPM.GOB.MX
82696,telefono,6865893126.0
82696,email,CONTACTO@CESPM.GOB.MX
82696,website,WWW.CESPM.GOB.MX
6915155,email,CONTACTO@CESPM.GOB.MX
6915155,website,WWW.CESPM.GOB.MX
9422621,email,CONTACTO@CESPM.GOB.MX
9422621,website,WWW.CESPM.GOB.MX
100249,website,WWW.CESPE.GOB.MX
9040647,email,CONTACTO@CESPM.GOB.MX
9040647,website,WWW.CESPM.GOB.MX
9795238,telefono,3333692992.0
9795238,website,WWW.CILA.SRE.GOB.MX
9274121,email,CONTACTO@CESPM.GOB.MX
9274121,website,WWW.CESPM.GOB.MX
9469409,email,CONTACTO@CESPM.GOB.MX
9469409,website,WWW.CESPM.GOB.MX
8195705,email,CONTACTO@CESPM.GOB.MX
8195705,website,WWW.CESPM.GOB.MX
101672,telefono,6656545848.0
101672,email,JMALDONADO@CEPTE.GOB.MX
7407108,email,DVAZQUEZ@CESPM.GOB.MX
7407108,website,WWW.CESPM.GOB.MX
6915878,email,CONTACTO@CESPM.GOB.MX
6915878,website,WWW.CESPM.GOB.MX
8320228,email,CONTACTO@CESPM.GOB.MX
8320228,website,WWW.CESPM.GOB
11192601,telefono,6651102168.0
6973212,email,CONTACTO@CESPM.GOB.MX
6973212,website,WWW.CESPM.GOB.MX
11405180,telefono,6641202985.0
9436517,email,CONTACTO@CESPM.GOB.MX
9436517,website,WWW.CESPM.GOB.MX
9412594,email,CONTACTO@CESPM.GOB.MX
9412594,website,WWW.CESPM.GOB.MX
9412575,email,CONTACTO@CESPM.GOB.MX
9412575,website,WWW.CEPM.GOB.MX
9436503,email,CONTACTO@CESPM.GOB.MX
9436503,website,WWW.CESPM.GOB.MX
78564,email,CONTACTO@CESPM.GOB.MX
78564,website,WWW.CESPM.GOB.MX
9414645,email,CONTACTO@CESPM.GOB.MX
9414645,website,WWW.CESPM.GOB.MX
9414649,email,CONTACTO@CESPM.GOB.MX
9414649,website,WWW.CESPM.GOB.MX
9456661,email,CONTACTO@CESPM.GOB.MX
9456661,website,WWW.CESPM.GOB.MX
9414646,email,CONTACTO@CESPM.GOB.MX
9414646,website,WWW.CESPM.GOB.MX
9281721,telefono,6642661636.0
72668,telefono,6121830466.0
72668,email,FERNANDO.LIMA@CFE.GOB.MX
72668,website,WWW.CFE.MX
140811,telefono,6461984646.0
140811,email,FERNANDO.LIMA@CFE.GOB.MX
140811,website,WWW.CFE.MX
94373,telefono,6161011702.0
94373,email,FERNANDO.LIMA@CFE.GOB.MX
94373,website,WWW.CFE.MX
117596,telefono,6161011702.0
117596,email,FERNANDO.LIMA@CFE.GOB.MX
117596,website,WWW.CFE.MX
129485,telefono,6161011702.0
129485,email,FERNANDO.LIMA@CFE.GOB.MX
129485,website,WWW.CFE.MX
85437,telefono,6862486640.0
85437,email,MANUEL.MUJICA@DT.CFE.MX
85437,website,WWW.CFE.MX
113145,telefono,6121187399.0
113145,email,FERNANDO.LIMA@CFE.GOB.MX
113145,website,WWW.CFE.MX
129763,telefono,6862486640.0
129763,website,WWW.CFE.MX
8304742,telefono,6862486640.0
8304742,email,MANUEL.MUJICA@DT.CFE.MX
8304742,website,WWW.CFE.MX
82062,website,WWW.CFE.MX
6507969,email,BRODARTE@SEMPRAGLOBAL.COM.MX
11306362,email,LUZ.BENITEZ@STERICYCLE.COM
101198,email,TRANSPARENCIA@CESPE.GOB.MX
101198,website,WWW.CESPE.GOB.MX
9159579,email,OLOA_1974@HOTMAIL.COM
9159579,website,WWW.DRISTRITODERIEGO.COM.MX
72895,telefono,6461897820.0
9396731,email,CONTACTO@CESPM.GOB.MX
9396731,website,WWW.CESPM.GOB.MX
77614,email,CONTACTO@CESPM.GOB.MX
77614,website,WWW.CESPM.GOB.MX
147656,email,CONTACTO@CESPM.GOB.MX
147656,website,WWW.CESPM.GOB.MX
7407106,email,CONTACTO@CESPM.GOB.MX
7407106,website,WWW.CESPM.GOB.MX
6929937,email,CONTACTO@CESPM.GOB.MX
6929937,website,WWW.CESPM.GOB.MX
7407105,email,CONTACTO@CESPM.GOB.MX
7407105,website,WWW.CESM.GOB.MX
7481400,email,CONTACTO@CESPM.GOB.MX
7481400,website,WWW.CESPM.GOB.MX
6142725,email,FACTURAS@GRUPOARCOMA.COM
6142725,website,WWW.GRUPOARCOMA.COM.MX
6142707,email,CPROBERTO_ORTEGA@YAHOO.COM.MX
11134243,telefono,6649747494.0
6164190,email,ADARQUITECTOS@OUTLOOK.COM
11332283,email,CONTACTO@ADCE.COM.MX
11332283,website,WWW.ADCE.COM
6502925,email,JULIETA.FR@ADCE.COM.MX
6502925,website,WWW.ADCECOM.MX
11140910,email,CONTACTO@ADISTUDIO.COM.MX
11140910,website,WWW.INSTAGRAM_ADIESTUDIO
138029,email,GABRIELALOPEZ.AFDA@GMAIL.COM
117195,telefono,6642543810.0
117195,email,ELBIA.ROJAS@AIDCO.COM.MX
117195,website,WWW.AIDCO.COM.MX
9316872,email,ALLPROYECTOS@GMAIL.COM
147440,email,YULISA@AIREARP.COM
6284290,email,DALBAEVENTOS@GMAIL.COM
73264,telefono,6865643004.0
73264,email,AILASLANTESDEPOLIURETANO@GMAIL.COM
8312897,telefono,6649030866.0
8312897,email,ALARMASMXMZ@GIMAIL.COM
82258,telefono,6865801744.0
6142559,email,CONTABILIDAD@ALBERCASVALLARTA.COM
6142512,email,EALVAREZ@GRUPOLAMESA.COM.MX
6142512,website,WWW.GRUPOLAMESA.COM.MX
6142584,email,ALFACONSTRUCCIONES93@GMAIL.COM
6142590,telefono,6462166329.0
6142590,email,IMPUESTOS.ALIABAJACONCRETOS@GMAIL.COM
9277763,telefono,6865693353.0
9277763,email,ALKOS.CONSTRUCCTORA@GMAIL.COM
10686643,email,FESTRADA@ALLIANCE-FIRE.COM
10686643,website,WWW.ALLIANCE-FIRE.COM
9306772,telefono,6461316650.0
9306772,email,SERVICIOS_NOVOA@HOTMAIL.COM
6962100,telefono,6862810077.0
6962100,email,RH@SACIORP.COM
11171514,email,INGMANUELDELAT@GMAIL.COM
9908578,telefono,6862320770.0
6142687,email,ALMAZAN@ALMAROD.COM
9327604,email,ALRA.CONST@OUTLOOK.COM
6694275,email,PHARO@AMAYACURIEL.COM
6164226,email,NETO4373@HOTMAIL.COM
9306655,telefono,6861578986.0
6164178,telefono,6651096618.0
8320866,telefono,6865547811.0
8320866,email,FELIPE@ARAIZAPROYECTOS.COM
9468962,website,WWW.AARAMOUN.MX
6142444,telefono,6861118597.0
6142444,email,JSANDOVAL@ARANDA.COM.MX
9316229,telefono,6469777506.0
9316229,email,ARPAC.INGENIERIA@GMAIL.COM
