categoria_negocio,latitud,longitud
ESCUELA PRIMARIA MISIONES DE BAJA CALIFORNIA,31.89580705,-116.5456744
ESCUELA PRIMARIA MIXTECATL,31.66985463,-116.516047
ESCUELA PRIMARIA MTRO EZEQUIEL A CHAVEZ,31.87277541,-116.6225483
ESCUELA PRIMARIA NIÑO ARTILLERO,31.91536577,-116.5871289
ESCUELA PRIMARIA NIÑO MIGRANTE LOS OLIVOS,31.71677844,-116.5770676
ESCUELA PRIMARIA PABLO PICASSO,31.90446914,-116.5850113
ESCUELA PRIMARIA PEDRO MARIA ANAYA,31.88285657,-116.6432974
ESCUELA PRIMARIA PIEDRAS NEGRAS TM,31.87821105,-116.5990006
ESCUELA PRIMARIA PROFESOR ALBERTO CARMONA GERALDO,28.09422985,-115.1935145
ESCUELA PRIMARIA PROFESORA PETRONILA SANDEZ CESEÑA,31.86447977,-116.5921479
ESCUELA PRIMARIA RAUL DOMINGUEZ MARQUEZ 02,31.77278251,-116.5641575
ESCUELA PRIMARIA RAYMUNDO BELTRAN OLMOS 02DPR0881O,31.78302212,-116.5811119
ESCUELA PRIMARIA RICARDO BARAJAS SILVA,31.89914232,-116.5866465
ESCUELA PRIMARIA RUBEN MARTINEZ AGUIAR,31.79669545,-116.5769687
ESCUELA PRIMARIA RURAL ESTATAL CLAUDIO SARABIA 02EPR0008M,31.32612072,-116.2507455
ESCUELA PRIMARIA RURAL FEDERAL CLUB ROTARIO 02DPR0063G,31.78489835,-116.5707557
ESCUELA PRIMARIA RURAL FEDERAL ESTEBAN CANTU JIMENEZ,31.91071636,-116.2710166
ESCUELA PRIMARIA RURAL FEDERAL FELIPE CARRILLO PUERTO,31.39920366,-115.7328131
ESCUELA PRIMARIA RURAL FEDERAL INGENIERO ELIGIO ESQUIVEL MENDEZ,31.39914466,-115.7325435
ESCUELA PRIMARIA RURAL FEDERAL LA MISION,32.09392862,-116.8545854
ESCUELA PRIMARIA RURAL FEDERAL VESPERTINA HIMNO NACIONAL,31.91072441,-116.2711338
ESCUELA PRIMARIA SENTIMIENTOS DE LA NACION 02DPB0079G,31.67643361,-116.5060469
ESCUELA PRIMARIA SIERVO DE LA NACION,31.8506137,-116.5611403
ESCUELA PRIMARIA SOLEDAD ANAYA SOLORZANO,31.78790933,-116.604293
ESCUELA PRIMARIA SUAVE PATRIA TURNO VESPERTINO,31.87262227,-116.5734045
ESCUELA PRIMARIA TERRITORIO SUR,31.87418478,-116.6382089
ESCUELA PRIMARIA TIEMPO COMPLETO ABELARDO L RODRIGUEZ,31.89908557,-116.6996383
ESCUELA PRIMARIA URBANA ESTATAL LAZARO CARDENAS,31.87682171,-116.5815146
ESCUELA PRIMARIA URBANA FEDERAL INDEPENDENCIA,31.8621833,-116.6014249
ESCUELA PRIMARIA URBANA PRFR JUAN MANUEL CULLINGFORD LOPEZ,31.86039658,-116.5973016
ESCUELA PRIMARIA URBNA ESTATAL CARMEN SERDAN,31.8858099,-116.5948904
ESCUELA PRIMARIA VESPERTINA CLUB DE LEONES,31.89450414,-116.6944036
ESCUELA PRIMARIA VESPERTINA GENERAL EMILIANO ZAPATA,31.71925263,-116.5691733
ESCUELA PRIMARIA VICTOR CALDERON,31.89370585,-116.5734829
ESCUELA RURAL 1960 AÑO DE LA PATRIA 02DPR0597S,31.71773773,-116.6694533
ESCUELA SECUNDARIA ESTATAL 112 02EES003K,31.67299129,-116.5146261
ESCUELA SECUNDARIA FEDERAL NUM 1 HECTOR A MIGONI FONTES,31.85725108,-116.6112416
ESCUELA SECUNDARIA GENERAL 52,31.33385711,-116.2400952
ESCUELA SECUNDARIA GENERAL ESTATAL NO 70 TURNO VESPERTINO,31.86735011,-116.5800019
ESCUELA SECUNDARIA GENERAL NUM 8 OCTAVIO PAZ LOZANO,31.87345275,-116.6217102
ESCUELA SECUNDARIA GENERAL NUMERO 109,31.8859828,-116.6829877
ESCUELA SECUNDARIA JORGE SALAZAR CEBALLOS TURNO VESPERTINO,31.87157068,-116.6121751
ESCUELA SECUNDARIA LAZARO CARDENAS,31.8914888,-116.6375911
ESCUELA SECUNDARIA MAESTRO LUIS MEJIA VELASCO 02PES0055W,31.8661965,-116.5930401
ESCUELA SECUNDARIA MOISES SAENZ GARZA NUM 5,31.87346076,-116.6217217
ESCUELA SECUNDARIA NO 3 LIC JOSE VASCONCELOS,31.85618287,-116.5733106
ESCUELA SECUNDARIA NUM 7 CCT 02DS0044L,31.73698473,-116.5774841
ESCUELA SECUNDARIA TECNICA 2,31.86040336,-116.5989824
ESCUELA SECUNDARIA TECNICA 50,31.80748022,-116.5838225
ESCUELA SECUNDARIA TECNICA 7,28.09322633,-115.1861281
ESCUELA SECUNDARIA TECNICA NO 35,31.87289029,-116.5661772
ESCUELA SECUNDARIA TECNICA NUMERO 24 TURNO MATUTINO,31.83197068,-116.5955593
ESCUELA TELESECUNDARIA 19,31.78917969,-116.5869371
ESCUELA TEPOCHCALLI,31.82909756,-116.6026521
ESCUELAS DE EDUCACION PRIMARIA DEL SECTOR PUBLICO,31.85084751,-116.5732754
ESCUELAS DE EDUCACION PRIMARIA DEL SECTOR PUBLICO 02DPR0423B,31.8570988,-116.5683803
ESCUELAS DE EDUCACION PRIMARIA DEL SECTOR PUBLICO ALFREDO E URUCHURTU,31.86445909,-116.6107948
ESCUELAS DE EDUCACION PRIMARIA DEL SECTOR PUBLICO MTO MATIAZ GOMEZ,31.86445291,-116.6107624
ESTANCIA HAKUNA MATATA Y JARDIN DE NIÑOS GABRIELA MISTRAL,31.85734737,-116.6021773
ESTANCIA INFANTIL CICESE,31.87955272,-116.6199053
ESTANCIA INFANTIL Y JARDIN DE NIÑOS LOS PIBES Y COLEGIO ARGENTINO DE ENSENA,31.87445458,-116.6224857
ESTANCIA INFANTIL Y JARDIN DE NIÑOS LOS PIBES Y COLEGIO ARGENTINO DE ENSENA,31.87643957,-116.6499798
ESTEFANA MALDONADO SANDEZ,31.78967673,-116.5624877
EXELLET INSTITUTE,31.85954889,-116.5839508
FACULTAD DE IDIOMAS,31.82499786,-116.5966913
FRANSESC0 TONUCCI,31.91567572,-116.5869863
GENERAL LAZARO CARDENAZ N 8 TURNO MATUTINO E INTERMEDIO,31.71985498,-116.5710604
GREEN HANDS COLLEGE,31.89265208,-116.6929016
GRUPO DE PREPARACION ACADEMICA,31.72387912,-116.573535
HARMONY DANCE STUDIO,31.78193849,-116.5937483
HARMONY DANCE STUDIO,31.86107152,-116.5825163
HELLO ENGLISH ESCUELA DE IDIOMAS,31.83660219,-116.5994304
HENRRI WALLON,31.8928182,-116.5732183
IMAGINE CORPORATION,31.86524159,-116.6193945
INCLUSION ENSENADA KIDS,31.87065973,-116.6212697
INEA,31.87925365,-116.6048318
INEA INSTITUTO NACIONAL DE EDUCACION PARA LOS ADULTOS,31.79030844,-116.5852662
INSTITUT0 LATINOAMERICANO,31.86852891,-116.6208874
INSTITUTO CARDENAS TAEKWONDO,31.87236438,-116.5733631
INSTITUTO DE BELLEZA VERSALLES,31.86178333,-116.6039212
INSTITUTO DE EDUCACION NÁUTICA Y PORTUARIA OCÉANO PACIFICO,31.84163429,-116.6047421
INSTITUTO DE ESTUDIOS DE PREVENCION Y FORMACION INTERDICIPLINARIA,31.80769969,-116.5925828
INSTITUTO DE INGLES AMERICANO,31.86532816,-116.6262519
INSTITUTO EDUCATIVO ENSENADA,31.86710086,-116.6143129
INSTITUTO IBACH,31.86602738,-116.6215491
INSTITUTO ITECI,31.87000693,-116.6223432
INSTITUTO MENDOZA,31.86271207,-116.6108708
INSTITUTO NACIONAL DE BELLEZA,31.87120397,-116.6250545
INSTITUTO REAL SAN SEBASTIAN,31.88184106,-116.6063887
INSTITUTO SISCOM,31.86765429,-116.6226423
INSTITUTO TECNOLOGICO DE ENSENADA,31.80451484,-116.5912516
INSTITUTO TECNOLOGICO DE ENSENADA,31.80477171,-116.5908915
ITECI UNIVERSIDAD,31.86507534,-116.6240872
JARDIN DE DE NIÑOS MAHATMA GANDHI TURNO VESPERTINO 02EJN0211H,31.77605313,-116.5744514
JARDIN DE NIÑAS Y NIÑOS GREGORIO TORRES QUINTERO,31.9011702,-116.5539979
JARDIN DE NIÑOS 12 DE OCTUBRE,31.71946544,-116.5738739
JARDIN DE NIÑOS 18 DE MARZO DE 1938,31.88978428,-116.5828004
JARDIN DE NIÑOS 30 DE ABRIL,31.78518061,-116.5717608
JARDIN DE NIÑOS ABELARDO L RODRIGUEZ,31.78120197,-116.5986757
JARDIN DE NIÑOS ABRAHAM CASTELLANOS,28.09533387,-115.1876787
JARDIN DE NIÑOS ADOLFO RAMIREZ MENDEZ,31.88613831,-116.6042613
JARDIN DE NIÑOS AGUSTIN MELGAR,31.8274284,-116.5875586
JARDIN DE NIÑOS AIDA SULLIVAN DE RODRIGUEZ,31.89404007,-116.693629
JARDIN DE NIÑOS ALBERT EINSTEN,31.9084495,-116.581027
JARDIN DE NIÑOS AMADO NERVO,31.8779974,-116.6011413
JARDIN DE NIÑOS ANTONIO MELENDREZ CECEÑA,31.71945105,-116.5739355
JARDIN DE NIÑOS AXAYACATL,31.88372471,-116.5795924
JARDIN DE NIÑOS AZTECA,31.87870792,-116.6300969
JARDIN DE NIÑOS BAJA CALIFORNIA,31.88028478,-116.6464126
JARDIN DE NIÑOS BENITA GALEANA 0ZDJN0586W,31.7808969,-116.5823152
JARDIN DE NIÑOS BERNAL DIAZ DEL CASTILLO,31.8860891,-116.6303483
JARDIN DE NIÑOS BERTHA VON GLOUMER,31.87291326,-116.5755526
JARDIN DE NIÑOS CADETE AGUSTIN MELGAR,31.80741624,-116.6051379
JARDIN DE NIÑOS CALAFIA,31.70558736,-116.5689474
JARDIN DE NIÑOS CALIFORNIA,31.85194391,-116.5888524
JARDIN DE NIÑOS CAMARA JUNIOR,31.84871223,-116.5960303
JARDIN DE NIÑOS CARLOTA SOSA Y SILVA DE MALDONADO,31.88731371,-116.5904627
JARDIN DE NIÑOS CARMEN RAMOS DEL RIO,31.40190814,-115.7354724
JARDIN DE NIÑOS CAROLINA AGAZZI,31.87729281,-116.5790031
JARDIN DE NIÑOS CELESTIN FREINET,31.89732815,-116.5770337
JARDIN DE NIÑOS CHAPULTEPEC,31.78911135,-116.5882383
JARDIN DE NIÑOS CLEOTILDE GONZALEZ GARCIA,31.86966874,-116.5905498
JARDIN DE NIÑOS CLUB DE LEONES,31.88050155,-116.585854
JARDIN DE NIÑOS CRI CRI,31.70592469,-116.6439742
JARDIN DE NIÑOS CUITLAHUAC,31.88828659,-116.6848927
JARDIN DE NIÑOS DIEGO RIVERA,31.82823032,-116.6028757
JARDIN DE NIÑOS EL MARINERO,31.86312069,-116.6311858
JARDIN DE NIÑOS ELENA ISABEL VICTORIA PARMA,31.77282236,-116.5638033
JARDIN DE NIÑOS EMILIA FERREIRA,31.90490901,-116.596737
JARDIN DE NIÑOS ENRIQUE REBSAMEN,31.83053055,-116.606901
JARDIN DE NIÑOS ENSENADA,31.87672618,-116.610859
JARDIN DE NIÑOS ESTATAL JAIME TORRES BODET,31.77282327,-116.5637928
JARDIN DE NIÑOS ESTATATAL ENRIQUE LAUBSCHER,31.87169743,-116.563615
JARDIN DE NIÑOS FEERNANDO MONTES DE OCA,31.39725235,-115.7208967
JARDIN DE NIÑOS FELIX MENDELSON,31.87110446,-116.6346585
JARDIN DE NIÑOS FRANCISCO ALVAREZ S,31.8669574,-116.6118232
JARDIN DE NIÑOS FRANCISCO GABILONDO SOLER CRI-CRI 02DCC0056R,31.33007261,-116.2410654
JARDIN DE NIÑOS FRANCISCO ZARCO,32.09408708,-116.5773328
JARDIN DE NIÑOS FRIDA KHALO,31.88008531,-116.5438733
JARDIN DE NIÑOS GABRIELA MISTRAL,31.85029474,-116.5596232
JARDIN DE NIÑOS GABRIELA MISTRAL 02DJN0057F,31.32680839,-116.2516772
JARDIN DE NIÑOS GUADALUPE FRANCO CASTORENA,31.89318133,-116.592042
JARDIN DE NIÑOS ITZAMA,31.8766557,-116.6108399
JARDIN DE NIÑOS JAZMIN,31.81222087,-116.592965
JARDIN DE NIÑOS JESUS REYES HEROLES,31.88745796,-116.6237594
JARDIN DE NIÑOS JOAQUIN BARANDA,31.89365349,-116.558945
JARDIN DE NIÑOS JORGE ARTURO PUCHETA GIL 02DJN050088U,31.76963894,-116.5733268
JARDIN DE NIÑOS JOSE CLEMENTE OROZCO,31.85097659,-116.572414
JARDIN DE NIÑOS JOSE MARIA BOCANEGRA,31.91177404,-116.2714046
JARDIN DE NIÑOS JOSE VASCONCELOS 02DJN0687U,31.86698359,-116.5468861
JARDIN DE NIÑOS JOSEFINA RAMOS DEL RIO,31.8918404,-116.6112537
JARDIN DE NIÑOS JOSEFINA RAMOS DEL RIO,31.88822584,-116.5662019
JARDIN DE NIÑOS JUAN BOSCO,31.87003044,-116.6028503
JARDIN DE NIÑOS JUAN JACOBO ROUSSEAU,31.86854352,-116.6239218
JARDIN DE NIÑOS JUAN RULFO VESPERTINO,31.88054981,-116.5858175
JARDIN DE NIÑOS LA MISION,32.09243326,-116.8484631
JARDIN DE NIÑOS LEONA VICARIO,31.89370612,-116.5589619
JARDIN DE NIÑOS LEONARDO BRAVO 02DJN0041E,31.8573039,-116.5685105
JARDIN DE NIÑOS LIC JESUS REYES HEROLES,31.78762643,-116.6042275
JARDIN DE NIÑOS LUIS DONALDO COLOSIO,31.79036228,-116.5614502
JARDIN DE NIÑOS LUZ MARIA SERRADEL,31.88329853,-116.6116992
JARDIN DE NIÑOS MA EUGENIA RAQUEL PADILLA SOTELO CCT 02DJN0519Y,31.78089599,-116.5823256
JARDIN DE NIÑOS MARBELLA AGUILAR PERALTA,31.8633547,-116.6002971
JARDIN DE NIÑOS MARGARITA MAZA DE JUAREZ,31.86058783,-116.5971766
JARDIN DE NIÑOS MARGARITA MAZA DE JUAREZ,31.85653419,-116.5856401
JARDIN DE NIÑOS MARIANO ESCOBEDO,31.90482525,-116.5966593
JARDIN DE NIÑOS MATILDE RODRIGUEZ CABO,31.0713661,-116.2085628
JARDIN DE NIÑOS MEXICO 02DJN0255F,31.86570871,-116.5746177
JARDIN DE NIÑOS NIÑO ASTILLERO,31.89586604,-116.5456181
JARDIN DE NIÑOS OCTAVIO PAZ,31.87302778,-116.6413353
JARDIN DE NIÑOS OSCAR WILDE,31.85136259,-116.5843456
JARDIN DE NIÑOS PABLO MONTECINOS,31.89292983,-116.5731788
JARDIN DE NIÑOS PABLO RUIZ PICASO,31.72884194,-116.5774517
JARDIN DE NIÑOS PENSADOR MEXICANO,31.86854352,-116.6239218
JARDIN DE NIÑOS PREESCOLAR JUANA DE ARCO,31.87879306,-116.5650752
JARDIN DE NIÑOS PRESIDENTE BENITO JUAREZ,31.88475013,-116.6199683
JARDIN DE NIÑOS PRIMAVERA 02DJN0148X,31.86115887,-116.5746764
JARDIN DE NIÑOS PRIMERO DE MAYO,28.04477245,-115.1934089
JARDIN DE NIÑOS PROFESORA ESTEFANIA CASTAÑEDA TURNO MATUTINO 02EJN0038Q,31.72880714,-116.577437
JARDIN DE NIÑOS PROFRA ELENITA MEJIA,31.8661965,-116.5930401
JARDIN DE NIÑOS RAFAEL RAMIREZ MENDEZ,31.67193927,-116.5145856
JARDIN DE NIÑOS RESIDENCIAL LOMAS,31.88090594,-116.6042899
JARDIN DE NIÑOS ROSAURA ZAPATA,31.88978428,-116.5828004
JARDIN DE NIÑOS TEOTIHUACAN FEDERAL,31.86887441,-116.5705687
JARDIN DE NIÑOS VALLE DORADO,31.83661417,-116.5977416
JARDIN DE NIÑOS VILA BONITA,31.84682784,-116.5727319
JARDIN DE NIÑOS XOCHICALPILLI,31.87010717,-116.602384
JARDIN MI CASITA,31.88005135,-116.6191514
JARDIN NIÑOS HEROES DE CHAPULTEPEC 02DJNO584Y,31.78524218,-116.5717787
JEONSA MOO DO IN TAEKWONDO MANEADERO,31.73053899,-116.5787836
JMA,31.81049783,-116.5879007
JOHNSON LANGUAGE ACADEMY,31.8729793,-116.6237246
KARATE DO SHOTO KAN,31.86542359,-116.5919756
KARATE DO TEAM RAMSES AND ESTEFANIA,31.85650475,-116.6141106
KINDER,31.8081952,-116.5838973
KINDER HORTENCIA DE SALAZAR ESTATAL,31.86325745,-116.6002749
KINDER JUAN CARLOS PERRUAT,31.87918551,-116.6349519
KMACHO TAEKKWONDO,31.8503008,-116.5783129
KUMON MATEMATICAS,31.83702287,-116.6066007
LARA ESTUDIO LIMA LAMA,31.83822302,-116.6020434
LINGUATEC,31.85453363,-116.6099335
LINTERNA DEL CAMINO,31.67119575,-116.5176409
LOS GARABATOS DE FEDERICO FROEBEL,31.87492957,-116.6219401
LUDAKTICA ASESORIA EDUCATIVA INTEGRAL,31.8822811,-116.6111652
MAHANA ACADEMIA DE DANZA POLINESIA,31.87790861,-116.6166331
MANUEL RIVERA,31.86567393,-116.574603
MAPLE LEAF,31.87705277,-116.6243715
MARIO AIELLO BRAZILIAN JIU JITSU,31.85565758,-116.5917688
MATEMATIKE,31.86013535,-116.6318104
MELOETTA ACADEMIA DE MUSICA,31.86189662,-116.6172185
MERAKI SALON Y ACADEMIA DE BELLEZA,31.88351575,-116.6072445
MI PEQUEÑO MUNDO ESTANCIA INFANTIL,31.86634931,-116.6147618
MOTESSORI LA MILPA,31.90797762,-116.7079351
MQH MANOS QUE HABLAN,31.8797912,-116.621202
MUSHIN KAI,31.77999806,-116.5763794
MUSHIN KAI SPORT FINTNES CENTER,31.85992951,-116.5806153
NIÑO MIGRANTE,31.73741945,-116.5775676
ÑIWEY GRUPO COREOGRAFICO,31.86374212,-116.6156011
NUEVA ESCUELA MEXICANA,31.85779504,-116.6105883
OLLA PLUS TODO RELACIONADO A GASTRONOMIA,31.87389089,-116.6194802
PACIFIC SPANISH INSTITUTE,31.86303803,-116.5917219
PATIO DE JUEGOS TICALLI,31.87982775,-116.6189238
PECECITOS JUGANDO,31.87336465,-116.6132142
PEESCOLAR JARDIN DE NIÑOS JAIME SABINES,31.71849191,-116.5551206
PLAY SCHOOL,31.8496467,-116.6029987
PRE ESCOLAR INDIGENA FRANCISCO GABILONDO SOLER,31.7011052,-116.5578506
PREESCOLAR CAMPAMENTO AGRICOLA MIRAMAR,31.0651051,-116.2029703
PREESCOLAR ESPERANZA SANDOVAL BORJATURNO VESPERTINO,31.73453171,-116.5721989
PREESCOLAR INDIGENA BUENA VISTA,31.66817954,-116.515078
PREESCOLAR INDIGENA CUITLAHUAC 02DCC0055S,31.67577309,-116.5057575
PREESCOLAR INDIGENA EJIDO NACIONALISTA,31.73074904,-116.5640535
PREESCOLAR INDIGENA NUEVO AMANECER,31.05946931,-116.2109777
PREESCOLAR INDIGENA PRISCA FRANCO DE COSIO TURNO MATUTINO,31.73452989,-116.5722198
PREESCOLAR ITA QUIJI,31.06874877,-116.2018796
PREESCOLAR NUU KUTU VAOO,31.74110079,-116.5647178
PREESCOLAR PROFESOR PEDRO PELAEZ MANRIQUEZ,31.85697294,-116.5864004
PREESCOLAR ROSA AGAZZE,31.89418306,-116.6008283
PREESCOLAR VISTA AL MAR,31.71952129,-116.5631899
PREESCOLAR Y GUARDERIA HELLO KYTY,31.83546301,-116.6062872
PRESTIGE INSTITUTO DE BELLEZA,31.86948275,-116.6247319
PRIMARIA AQUILES SERDAN,31.89293939,-116.6082676
PRIMARIA ARTICULO TERCERO,31.9068346,-116.5930933
PRIMARIA BILINGUE LUIS DONALDO COLOSIO MURIETA,31.73059376,-116.557238
PRIMARIA CENTENARIO DE LA REVOLUCION 2010,31.90061676,-116.547601
PRIMARIA ESTADO DE BAJA CALIFORNIA,31.90615708,-116.5930665
PRIMARIA ESTATAL LICENCIADO ADOLFO LOPEZ MATEOS,31.85818284,-116.5877284
PRIMARIA FEDERAL GENERAL FEDERICO CHAPOY,31.80749501,-116.6045454
PRIMARIA FRANCISCO IMADERO,31.88761877,-116.6130306
PRIMARIA GENERAL HERMENEGILDO GALEANA,31.866885,-116.5998321
PRIMARIA LIBERTADORES DE MEXICO,31.86705258,-116.5467147
PRIMARIA LUIS DONALDO COLOCIO,31.88066799,-116.5433932
PRISMA ACADEMIA DE ARTE,31.87053076,-116.6237797
PROFE ANGELICA,31.79391524,-116.5909666
RIHYPNOTIC,31.88107252,-116.6191258
ROSA ELENA ESPINOSA ZEPEDA,31.7898494,-116.5622655
SALON DE CLASES DE YOGA,31.82820821,-116.5923734
SAMUEL GALICIA LOPEZ,31.82938031,-116.6003409
SECRETARIA DE EDUCACION PUBLICA PRIMARIA MIGUEL DE ANDA JACOBSEN,31.77614528,-116.5738077
SECRETARIA DEE EDUCACION OPUBLICA JARDIN DE NIÑOS MARIA MONTESSORI TURNO MATUTINO,31.77616331,-116.5737043
SECUNDARIA ANTONIO MELENDREZ 54,31.82725214,-116.6046812
SECUNDARIA GENERAL 203,31.90056505,-116.5669784
SECUNDARIA GENERAL NO 204,31.77135899,-116.5643467
SECUNDARIA GENERAL NUM 4 MAESTRO JAVIER MEJIA ZUNIGA,31.89324634,-116.6926032
SECUNDARIA GENERAL NUMERO 111,31.91419774,-116.2689829
SECUNDARIA IMANTI,31.87481426,-116.6220214
SECUNDARIA JORGE SALAZAR CEBALLOS,31.87157068,-116.6121751
SECUNDARIA NUMERO 57 PROFESOR ANDRES SILVA VITE,31.89295541,-116.6082907
SECUNDARIA NUMERO 9 TURNO MATUTINOMARIANO SANCHEZ,31.86019083,-116.5935578
SECUNDARIA NUMERO 9 TURNO VESPERTINO PROF CESAR V RUIZ,31.86021761,-116.593561
SECUNDARIA PROF RAFAEL TAPIA SEGURA NO 70,31.86731315,-116.5802194
SECUNDARIA TECNICA 19,31.78683726,-116.5968365
SECUNDARIA TECNICA 20,31.88370019,-116.6088517
SECUNDARIA TECNICA 28,31.89035684,-116.5815056
SECUNDARIA TECNICA 43,31.78048918,-116.5816118
SECUNDARIA TECNICA NUMERO 23,31.0659211,-116.2119117
SECUNDARIA TECNICA NUMERO 8,31.9118879,-116.5955917
SECUNDARIA Y PREPARATORIA DE LAS AMERICAS DE ENSENADA,31.83817875,-116.6066863
SEÑARTE,31.86606427,-116.6092436
SERVICIOS DE PROFESORES PARTICULARES,31.71865441,-116.5707589
SHANTI YOGA,31.87456455,-116.6273596
SOR JUANA INES DE LA CRUZ,31.79615838,-116.592238
SOR JUANA INES DE LA CRUZ,31.70557843,-116.5689463
STUDIO LATIN DANCE,31.79000019,-116.5864226
SURF ENSENADA,31.83400656,-116.6089228
TAE KWON DO VILLAS,31.77338655,-116.5768993
TAEKWONDO JEONSA MOODIN,31.83270849,-116.6056089
TALLER DE GRABADO PERZ MEILLON,31.85923396,-116.6217914
TBC UNIVERSIDAD,31.86575975,-116.6401987
TELESECUNDARIA 14,31.89473616,-116.5600783
TELESECUNDARIA 20,31.89478458,-116.5599361
TELESECUNDARIA 83,31.88531334,-116.538283
TELESECUNDARIA NO 4 EJIDO LA MISION,32.09265306,-116.846997
TELESECUNDARIA NUM 65,31.70494081,-116.6417141
TELESECUNDARIA NUMERO 91,31.7183946,-116.5550984
THE BLUE CORNER BOXING STUDIO,31.86876199,-116.6166676
TRIANA DANZA FLAMENCA,31.87365089,-116.6249147
UNID CAMPUS ENSENADA,31.85125154,-116.6142484
UNIDAD DE SERVICIOS DE APOYO EDUCACION REGULAR,31.8633547,-116.6002971
UNIDEP ENSENADA,31.85661971,-116.6095101
UNIENS,31.87927087,-116.6128018
UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,31.86375992,-116.6674845
UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,31.82565333,-116.5991138
UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,31.86741391,-116.6680824
UNIVERSIDAD AUTONOMA DE DURANGO,31.83251876,-116.5919113
UNIVERSIDAD AUTONOMA DE DURANGO,31.86850816,-116.6432126
UNIVERSIDAD AUTONOMA DE DURANGO CAMPUS ENSENADA,31.83958672,-116.6022278
UNIVERSIDAD DEL NOROOCCIDENTE DE LATINOAMERICA,31.86076464,-116.6146871
UNIVERSIDAD VIZCAYA DE LAS AMERICAS CAMPUS ENSENADA,31.87659736,-116.6240957
UNIVERSIDAD XOCHICALCO,31.87133397,-116.6103825
UPN,31.78981844,-116.5972985
USAER,31.85061279,-116.5611507
USAER,31.87689274,-116.5817345
USAER,31.86171498,-116.5757466
USAER 06 ESCUELA HIDALGO,31.85780693,-116.5867643
USAER 10,31.85784263,-116.5867685
USAER 23 ESTATAL,31.8858239,-116.5920388
USAER 30,31.79246158,-116.5786701
USAER 31,31.79245703,-116.5787224
USAER 32,31.89215725,-116.5927227
USAER 47,31.88329853,-116.6116992
USAER IV,31.86071738,-116.6149217
USAER LI,31.86071738,-116.6149217
USAER LXV,31.86071738,-116.6149217
USAER X X 1 1 1,31.8721835,-116.5852819
USAER XCI I I,31.88077391,-116.604253
USAER XCII,31.91071457,-116.2710376
USAER XIV,31.86071738,-116.6149217
USAER XIV,31.82898005,-116.5905538
USAER XLII,31.86071738,-116.6149217
USAER XXIII,31.86071738,-116.6149217
USAER XXIX CCT FUA0057F,31.83562205,-116.5974327
USAER XXIX ENSENADA,31.86071738,-116.6149217
USAER XXVII I,31.83562296,-116.5974223
USAER XXVIII,31.86071738,-116.6149217
USAER XXXIV,31.86071738,-116.6149217
USAER ZONA 8 EDUCACION ESPECIAL,31.82554198,-116.5971022
VALLET ALLEGRO,31.86760988,-116.6225313
VETERINARIA ARROYO,31.86522432,-116.6034689
VICTORY FIGHT CLUB,31.8838109,-116.6049971
WEST EAST YOGA,31.86070428,-116.6023572
A Y RL,31.86697322,-116.5969581
AA GRUPO 1RO DE ABRIL,31.86108938,-116.6112787
AA UN DIA DE LUZ,31.8628678,-116.5940894
AB IMAGEN,31.86518491,-116.6187009
ACAM RESIDENCIAL,31.85899119,-116.6033883
ACCIONES DEL CORAZON DELEGACION ESTEBAN CANTU,31.70789582,-116.6455718
AELS SERVICIO DE AMBULANCIA,31.84921928,-116.5935237
AJNA CONSCIENCIA,31.88556141,-116.6116005
AL ANON NUEVA VIDA,31.79209642,-116.5859656
ALBERGUE SAN VICENTE,31.866923,-116.6005341
ALCOHOLICOS ANONIMOS,31.87331179,-116.6123731
ALCOHOLICOS ANONIMOS,31.86374212,-116.6156011
ALCOHOLICOS ANONIMOS,31.86972565,-116.6210203
ALCOHOLICOS ANONIMOS CENTRAL MEXICANA DE SERVICIOS GENERALES,31.89888244,-116.5558386
ALFA DENTAL CARE,31.85010401,-116.6033387
ALMACEN ALIMENTARIO ENSENADA DIF,31.84713663,-116.5945529
ALPAVIOTISTA,31.86563803,-116.6042053
ANDA ODONTOLOGIA INTEGRAL,31.85735665,-116.6167484
APANAC,31.88150645,-116.6158067
APOYO PSICOEDUCATIVO,31.8944007,-116.5627966
APRENDIENDO JUNTOS,31.83005805,-116.5987741
ARMONIA 88,31.86144385,-116.5971839
ASESORIA NUTRICIONAL,31.87824301,-116.6209636
ASESORIA PSICOLOGICA,31.87291752,-116.6215403
ASESORIAS DE LENGUAJE,31.8632514,-116.625147
ATENCION MEDICA MUÑOZ,31.8518102,-116.5987675
ATENCION PSICOLOGICA,31.78493424,-116.5915616
AUDIFON,31.86849421,-116.6281004
AUXILIAR DE BOMBEROS,31.71635028,-116.6653184
AVANT ORTODONCIA,31.87053154,-116.6265589
AVANTE DENTAL,31.86243034,-116.6149262
AVEC DENTAL,31.83660219,-116.5994304
BAJA DENT CONSULTORIO DENTAL,31.86134924,-116.6264827
BAJA DENTAL CARE,31.85752,-116.6082626
BAJA IMAGEN,31.85742588,-116.6079977
BAJA KINESIS,31.83900963,-116.6058456
BAJA RMI,31.72340702,-116.5733626
BANCO DE ALIMENTOS DE ENSENADA,31.88011875,-116.5949068
